[2025-02-07 15:29:44]00-adhoc.t
[2025-02-07 15:29:44]01-get.t
[2025-02-07 15:29:44]02-header-test-apache2.t
[2025-02-07 15:29:44]03-post-urlencoded.t
[2025-02-07 15:29:44]04-post-urlencoded-chunked.t
[2025-02-07 15:29:44]05-expect.t
[2025-02-07 15:29:44]06-uri-normal.t
[2025-02-07 15:29:44]07-pipelined-connection.t
[2025-02-07 15:29:44]08-not-pipelined-connection.t
[2025-02-07 15:29:44]09-multi-packet-request-head.t
[2025-02-07 15:29:44]10-host-in-headers.t
[2025-02-07 15:29:44]Start time:'2025-02-07.15.29.42' bin:'./htpfuzz', input:'in/', output:'out', persistent:false, stdin:false, mutation_rate:5, timeout:10, max_runs:0, threads:30, minimize:false, git_commit:ebacfad1f3e0766351149de883b54a16a6017071
[2025-02-07 15:29:44][2J[500BEntering phase 1/3: Dry Run
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #0
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #1
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #3
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #2
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #4
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #5
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #6
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #10
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #8
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #9
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #7
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #13
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #11
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #16
[2025-02-07 15:29:44]Entering phase 2/3: Switching to the Feedback Driven Mode
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #14
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #15
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #12
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #21
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #22
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #19
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #20
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #17
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #18
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #23
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #24
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #25
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #26
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #27
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #28
[2025-02-07 15:29:44]Launched new fuzzing thread, no. #29
[2025-02-07 15:29:44]Sz:4 Tm:40,559us (i/b/h/e/p/c) New:0/0/0/121/2/2667, Cur:0/0/0/121/2/2667
[2025-02-07 15:29:44]Sz:4 Tm:152,902us (i/b/h/e/p/c) New:0/0/0/2/0/96, Cur:0/0/0/123/2/2763
[2025-02-07 15:29:44]Sz:8 Tm:142,287us (i/b/h/e/p/c) New:0/0/0/127/8/3439, Cur:0/0/0/250/10/6202
[2025-02-07 15:29:44]Sz:16 Tm:97,335us (i/b/h/e/p/c) New:0/0/0/41/0/2478, Cur:0/0/0/291/10/8680
[2025-02-07 15:29:44]Sz:8 Tm:515,167us (i/b/h/e/p/c) New:0/0/0/4/0/62, Cur:0/0/0/295/10/8742
[2025-02-07 15:29:44]Sz:16 Tm:342,737us (i/b/h/e/p/c) New:0/0/0/21/3/557, Cur:0/0/0/316/13/9299
[2025-02-07 15:29:44]Sz:8 Tm:531,833us (i/b/h/e/p/c) New:0/0/0/7/1/685, Cur:0/0/0/323/14/9984
[2025-02-07 15:29:44]Sz:16 Tm:375,607us (i/b/h/e/p/c) New:0/0/0/11/0/322, Cur:0/0/0/334/14/10306
[2025-02-07 15:29:44]Sz:16 Tm:478,535us (i/b/h/e/p/c) New:0/0/0/5/0/204, Cur:0/0/0/339/14/10510
[2025-02-07 15:29:44]Sz:8 Tm:691,524us (i/b/h/e/p/c) New:0/0/0/1/0/0, Cur:0/0/0/340/14/10510
[2025-02-07 15:29:44]Sz:32 Tm:191,852us (i/b/h/e/p/c) New:0/0/0/58/4/2336, Cur:0/0/0/398/18/12846
[2025-02-07 15:29:44]Sz:32 Tm:63,922us (i/b/h/e/p/c) New:0/0/0/33/0/1303, Cur:0/0/0/431/18/14149
[2025-02-07 15:29:44]Sz:16 Tm:195,706us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/431/18/14154
[2025-02-07 15:29:44]Sz:32 Tm:155,782us (i/b/h/e/p/c) New:0/0/0/1/0/9, Cur:0/0/0/432/18/14163
[2025-02-07 15:29:44]Sz:32 Tm:349,356us (i/b/h/e/p/c) New:0/0/0/3/0/71, Cur:0/0/0/435/18/14234
[2025-02-07 15:29:44]Sz:64 Tm:184,299us (i/b/h/e/p/c) New:0/0/0/16/0/839, Cur:0/0/0/451/18/15073
[2025-02-07 15:29:44]Sz:64 Tm:234,677us (i/b/h/e/p/c) New:0/0/0/82/7/3198, Cur:0/0/0/533/25/18271
[2025-02-07 15:29:44]Sz:32 Tm:125,444us (i/b/h/e/p/c) New:0/0/0/1/0/3, Cur:0/0/0/534/25/18274
[2025-02-07 15:29:44]Sz:32 Tm:316,440us (i/b/h/e/p/c) New:0/0/0/3/0/3, Cur:0/0/0/537/25/18277
[2025-02-07 15:29:44]Sz:64 Tm:104,474us (i/b/h/e/p/c) New:0/0/0/18/2/570, Cur:0/0/0/555/27/18847
[2025-02-07 15:29:44]Sz:32 Tm:227,453us (i/b/h/e/p/c) New:0/0/0/0/0/1, Cur:0/0/0/555/27/18848
[2025-02-07 15:29:44]Sz:64 Tm:155,505us (i/b/h/e/p/c) New:0/0/0/85/2/4246, Cur:0/0/0/640/29/23094
[2025-02-07 15:29:44]Sz:32 Tm:371,888us (i/b/h/e/p/c) New:0/0/0/2/0/8, Cur:0/0/0/642/29/23102
[2025-02-07 15:29:44]Sz:64 Tm:205,105us (i/b/h/e/p/c) New:0/0/0/7/0/63, Cur:0/0/0/649/29/23165
[2025-02-07 15:29:44]Sz:32 Tm:282,278us (i/b/h/e/p/c) New:0/0/0/0/0/2, Cur:0/0/0/649/29/23167
[2025-02-07 15:29:44]Sz:128 Tm:196,873us (i/b/h/e/p/c) New:0/0/0/58/4/2950, Cur:0/0/0/707/33/26117
[2025-02-07 15:29:44]Sz:128 Tm:237,616us (i/b/h/e/p/c) New:0/0/0/7/0/259, Cur:0/0/0/714/33/26376
[2025-02-07 15:29:44]Sz:64 Tm:211,168us (i/b/h/e/p/c) New:0/0/0/1/0/7, Cur:0/0/0/715/33/26383
[2025-02-07 15:29:44]Sz:64 Tm:267,245us (i/b/h/e/p/c) New:0/0/0/0/0/5, Cur:0/0/0/715/33/26388
[2025-02-07 15:29:44]Sz:128 Tm:224,214us (i/b/h/e/p/c) New:0/0/0/5/0/253, Cur:0/0/0/720/33/26641
[2025-02-07 15:29:44]Sz:64 Tm:268,969us (i/b/h/e/p/c) New:0/0/0/0/0/4, Cur:0/0/0/720/33/26645
[2025-02-07 15:29:44]Sz:128 Tm:260,010us (i/b/h/e/p/c) New:0/0/0/0/0/34, Cur:0/0/0/720/33/26679
[2025-02-07 15:29:44]Sz:128 Tm:252,013us (i/b/h/e/p/c) New:0/0/0/2/0/45, Cur:0/0/0/722/33/26724
[2025-02-07 15:29:44]Sz:64 Tm:269,258us (i/b/h/e/p/c) New:0/0/0/2/1/40, Cur:0/0/0/724/34/26764
